iter	RMSE
216	263.0079605
217	262.9140838
218	262.8090473
219	262.7127306
220	262.6451056
221	262.5550326
222	262.4783108
223	262.399053
224	262.3024262
225	262.2340335
226	262.1509751
227	262.0601867
228	261.9526928
229	261.8728803
230	261.7848099
231	261.7109242
232	261.6346348
233	261.5702641
234	261.4799605
235	261.4178061
236	261.3237847
237	261.2497236
238	261.1995866
239	261.1247434
240	261.0558449
241	260.9840349
242	260.9207929
243	260.8580164
244	260.7977696
245	260.7318097
246	260.6592022
247	260.5966992
248	260.5112397
249	260.4612182
250	260.4061117
251	260.3585902
252	260.3054088
253	260.2465317
254	260.185809
255	260.1309195
256	260.0799255
257	260.017244
258	259.9704149
259	259.9169642
260	259.8624292
261	259.7767056
262	259.7182355
263	259.6740001
264	259.6211011
265	259.5657863
266	259.5123693
267	259.4604342
268	259.3872062
269	259.3299025
270	259.2849651
271	259.2329105
272	259.1899718
273	259.1361966
274	259.0881507
275	259.0354825
276	258.9595128
277	258.907832
278	258.8573803
279	258.8144683
280	258.7675283
281	258.7231039
282	258.6837673
283	258.6446967
284	258.5896636
285	258.5545758
286	258.510111
287	258.4494731
288	258.4138876
289	258.3692518
290	258.3106557
291	258.2785089
292	258.2374422
293	258.1937553
294	258.1555184
295	258.1171156
296	258.0657214
297	258.0271921
298	257.9903621
299	257.9410131
300	257.9006909
301	257.8685618
302	257.8233081
303	257.7809626
304	257.7405313
305	257.7370227
306	257.6880962
307	257.644066
308	257.6020529
309	257.5669492
310	257.5310402
311	257.4768335
312	257.4254059
313	257.3683738
314	257.3369733
315	257.30049
316	257.2653328
317	257.2258519
318	257.1964033
319	257.1520594
320	257.0974454
321	257.0600534
322	257.0143265
323	256.9823415
324	256.9580795
325	256.9295731
326	256.8700875
327	256.8445247
328	256.804347
329	256.7715103
330	256.7452159
331	256.7111241
332	256.6804541
333	256.6461199
334	256.5865019
335	256.5584701
336	256.5191557
337	256.4782315
338	256.4422251
339	256.4106906
340	256.3765605
341	256.3399736
342	256.3069635
343	256.2779067
344	256.2327447
345	256.199864
346	256.1582661
347	256.1299436
348	256.0922869
349	256.0500332
350	256.0231632
351	255.9734589
352	255.9351224
353	255.9017524
354	255.8696264
355	255.8350207
356	255.8167991
357	255.780084
358	255.7327325
359	255.690757
360	255.663594
361	255.6085557
362	255.5865875
363	255.5460415
364	255.5137212
365	255.4847011
366	255.4592089
367	255.4281201
368	255.4073045
369	255.3736633
370	255.3581205
371	255.3250367
372	255.3012381
373	255.2723519
374	255.2422437
375	255.2032747
376	255.1656229
377	255.1323783
378	255.1132014
379	255.0918376
380	255.0679271
381	255.0395613
382	255.0215216
383	254.9838516
384	254.9496177
385	254.9101727
386	254.8868656
387	254.8460925
388	254.8251765
389	254.8010724
390	254.7728655
391	254.7358345
392	254.7081703
393	254.6898609
394	254.6547861
395	254.6291326
396	254.6124355
397	254.5927584
398	254.5594263
399	254.5379151
400	254.5174954
401	254.4919321
402	254.4571511
403	254.4336093
404	254.407401
405	254.387185
406	254.3640483
407	254.338909
408	254.3152612
409	254.2848165
410	254.2603007
411	254.2202133
412	254.1935308
413	254.1666013
414	254.1435523
415	254.1173889
416	254.1023074
417	254.0763321
418	254.0528274
419	254.0225162
420	253.9998124
421	253.9784561
422	253.9590386
423	253.9466115
424	253.9207418
425	253.8796447
426	253.8550987
427	253.8314984
428	253.7994172
429	253.7790673
430	253.7533249
431	253.7314441
432	253.7116183
433	253.6944631
434	253.6703855
435	253.6488003
436	253.623588
437	253.5928033
438	253.5567302
439	253.5393431
440	253.5192295
441	253.4996411
442	253.4765442
443	253.4479772
444	253.4248063
445	253.3909527
446	253.366033
447	253.3435602
448	253.3119464
449	253.2894225
450	253.2719085
451	253.246879
452	253.2195663
453	253.2018462
454	253.1747461
455	253.1553302
456	253.1383134
457	253.1101913
458	253.0906636
459	253.0639851
460	253.0317353
461	253.0081735
462	252.9812941
463	252.9503263
464	252.9369708
465	252.9103525
466	252.8908693
467	252.8734739
468	252.8565863
469	252.8247076
470	252.8126243
471	252.7918328
472	252.7665725
473	252.7371818
474	252.7249601
475	252.7078371
476	252.681334
477	252.6649839
478	252.6400141
479	252.6269968
480	252.610229
481	252.584051
482	252.566627
483	252.5554443
484	252.5350544
485	252.5213321
486	252.4961563
487	252.4758406
488	252.4573893
489	252.4378164
490	252.4159694
491	252.3966385
492	252.3806183
493	252.3679861
494	252.3434685
495	252.3312805
496	252.3097356
497	252.2869932
498	252.273293
499	252.2664616
500	252.2509808
501	252.2290716
502	252.2190493
503	252.1907454
504	252.1715468
505	252.1525472
506	252.1309469
507	252.1135529
508	252.0872536
509	252.0775503
510	252.0560019
511	252.0316881
512	252.0140868
513	251.9860645
514	251.9684965
515	251.9528121
516	251.932274
517	251.9161245
518	251.8923658
519	251.8778846
520	251.8444889
521	251.8252314
522	251.8030489
523	251.7857267
524	251.7678062
525	251.7455727
526	251.7186565
527	251.6985978
528	251.6736518
529	251.6568599
530	251.6434792
531	251.629518
532	251.6132356
533	251.5957052
534	251.5813342
535	251.567309
536	251.5456367
537	251.5324572
538	251.5191201
539	251.4965185
540	251.4794395
541	251.46274
542	251.4524086
543	251.4319843
544	251.4089696
545	251.3933986
546	251.3857663
547	251.3671035
548	251.34283
549	251.3229354
550	251.3044822
551	251.2894001
552	251.2726519
553	251.2480985
554	251.2302648
555	251.2100165
556	251.1973038
557	251.186394
558	251.1645342
559	251.1442506
560	251.1300203
561	251.1215634
562	251.1009412
563	251.0884956
564	251.0677773
565	251.0540549
566	251.0383566
567	251.0221221
568	251.0076647
569	250.996882
570	250.9834167
571	250.9685154
572	250.9565824
573	250.9473253
574	250.9340514
575	250.914003
576	250.8951168
577	250.888067
578	250.872539
579	250.8583811
580	250.847497
581	250.8300951
582	250.815368
583	250.8022783
584	250.7952964
585	250.7840184
586	250.7715131
587	250.7625388
588	250.7493432
589	250.7399697
590	250.7282795
591	250.7101883
592	250.7014056
593	250.6886207
594	250.6767864
595	250.6587109
596	250.6434478
597	250.6330552
598	250.6198154
599	250.6045999
600	250.5920199
601	250.5820679
602	250.5676217
603	250.5499393
604	250.5374674
605	250.5262094
606	250.513983
607	250.4960471
608	250.4776047
609	250.4602391
610	250.4450533
611	250.4324044
612	250.4170114
613	250.4048218
614	250.3915324
615	250.3803519
616	250.3661946
617	250.3496894
618	250.3353579
619	250.3242844
620	250.3133545
621	250.2988435
622	250.2869145
623	250.2759068
624	250.2661343
625	250.2513061
626	250.2331672
627	250.2199455
628	250.2075638
629	250.1975091
630	250.1814849
631	250.1648254
632	250.1490437
633	250.1355094
634	250.1230506
635	250.1156306
636	250.1104526
637	250.1040317
638	250.1007636
639	250.0855657
640	250.0721754
641	250.0624326
642	250.0563314
643	250.0397914
644	250.0260424
645	250.0225893
646	250.0132554
647	250.0033981
648	249.9955415
649	249.9829842
650	249.9659406
651	249.9503234
652	249.9395761
653	249.9315004
654	249.9165616
655	249.9067203
656	249.890411
657	249.8842732
658	249.8742899
659	249.864814
660	249.8481906
661	249.8443164
662	249.8329722
663	249.8277761
664	249.8116548
665	249.8015406
666	249.7908465
667	249.783221
668	249.7759785
669	249.7686763
670	249.7477545
671	249.7340975
672	249.7301645
673	249.7223
674	249.7165528
675	249.7101753
676	249.6940132
677	249.6845963
678	249.67171
679	249.6547812
680	249.649744
681	249.6341433
682	249.6177133
683	249.6032552
684	249.5897703
685	249.5775011
686	249.5618929
687	249.5521988
688	249.5439734
689	249.535495
690	249.5251149
691	249.5186591
692	249.5121605
693	249.5001396
694	249.4883015
695	249.4757111
696	249.4617914
697	249.4571558
698	249.4498448
699	249.4400311
700	249.4278834
701	249.418402
702	249.4084978
703	249.4000421
704	249.3924347
705	249.3798701
706	249.3723639
707	249.3676503
708	249.3593675
709	249.3459668
710	249.3377599
711	249.3219614
712	249.3157009
713	249.3057539
714	249.2963157
715	249.2801244
716	249.2735897
717	249.2653322
718	249.2585076
719	249.2505503
720	249.233327
721	249.2186761
722	249.2113594
723	249.1980645
724	249.1868187
725	249.1863215
726	249.1822006
727	249.1775572
728	249.1614763
729	249.1459167
730	249.1371678
731	249.122827
732	249.1071917
733	249.09441
734	249.0806441
735	249.0737195
736	249.0549472
737	249.0450618
738	249.0351161
739	249.0215548
740	249.0157136
741	249.0026973
742	248.9986411
743	248.9819677
744	248.9731022
745	248.9598536
746	248.9543053
747	248.9409735
748	248.9366548
749	248.9224239
750	248.9144251
751	248.9060594
752	248.8979694
753	248.8835197
754	248.8736839
755	248.8630663
756	248.8510697
757	248.8466829
758	248.8407533
759	248.8284666
760	248.8162441
761	248.8055954
762	248.7928746
763	248.7870736
764	248.7728363
765	248.7630454
766	248.7529107
767	248.7498056
768	248.7427599
769	248.7410075
770	248.7321604
771	248.7173536
772	248.7126627
773	248.7015305
774	248.687082
775	248.6753128
776	248.6586132
777	248.6463683
778	248.6436925
779	248.6392629
780	248.625251
781	248.61394
782	248.6061794
783	248.5997919
784	248.5922566
785	248.5888712
786	248.5785545
787	248.5668594
788	248.5555672
789	248.5406956
790	248.5187828
791	248.509923
792	248.4898991
793	248.4812226
794	248.4747592
795	248.4672918
796	248.4547842
797	248.4417524
798	248.4285664
799	248.4226739
800	248.4050932
801	248.3910336
802	248.3745681
803	248.3618643
804	248.3474261
805	248.3424257
806	248.3347709
807	248.3264084
808	248.315522
809	248.3048175
810	248.2977662
811	248.2773438
812	248.2642924
813	248.2596182
814	248.2471814
815	248.2444294
816	248.239931
817	248.2271784
818	248.2179093
819	248.2109705
820	248.2003393
821	248.1957892
822	248.1801791
823	248.1710416
824	248.1587025
825	248.1451538
826	248.1390256
827	248.1335042
828	248.1264702
829	248.1216378
830	248.1125479
831	248.1051513
832	248.0945515
833	248.0796128
834	248.0731771
835	248.0669365
836	248.0538548
837	248.0467013
838	248.0406595
839	248.0319321
840	248.0258414
841	248.0170577
842	248.0149207
843	248.0072472
844	247.9909321
845	247.9772272
846	247.961494
847	247.9508142
848	247.9390439
849	247.9266138
850	247.9207948
851	247.9147827
852	247.9032838
853	247.8935892
854	247.889949
855	247.881786
856	247.8761067
857	247.8715316
858	247.8585171
859	247.84722
860	247.836002
861	247.8239896
862	247.8205028
863	247.810497
864	247.8024532
865	247.7918739
866	247.7894236
867	247.7842256
868	247.7815576
869	247.7734685
870	247.7622188
871	247.7511439
872	247.7401964
873	247.7288945
874	247.7171306
875	247.713779
876	247.7065335
877	247.7028534
878	247.6916502
879	247.68699
880	247.6851196
881	247.6686317
882	247.6646228
883	247.6534806
884	247.651152
885	247.6484277
886	247.638442
887	247.6275216
888	247.6205005
889	247.616946
890	247.6099389
891	247.6020387
892	247.5990146
893	247.587583
894	247.5869613
895	247.5745413
896	247.5699609
897	247.5675228
898	247.5556454
899	247.5426366
900	247.5359086
901	247.5253168
902	247.516261
903	247.5081864
904	247.4967096
905	247.4840392
906	247.4787675
907	247.4716847
908	247.4565501
909	247.4509681
910	247.4392006
911	247.4316783
912	247.4277014
913	247.4180609
914	247.4052576
915	247.3975731
916	247.3873203
917	247.3738785
918	247.3629231
919	247.3582203
920	247.3563162
921	247.3500749
922	247.3388297
923	247.3284554
924	247.3172499
925	247.3101831
926	247.3071408
927	247.3031058
928	247.2994164
929	247.2854374
930	247.2701486
931	247.259456
932	247.2534285
933	247.2502509
934	247.2429446
935	247.2364384
936	247.2292828
937	247.2244683
938	247.2106183
939	247.2024576
940	247.1902409
941	247.181001
942	247.1805345
943	247.1792577
944	247.1700502
945	247.1600999
946	247.1536605
947	247.1401256
948	247.1300249
949	247.1180817
950	247.1105529
951	247.0976262
952	247.0913428
953	247.0831802
954	247.0731389
955	247.0680351
956	247.0580403
957	247.0478101
958	247.0351931
959	247.0263176
960	247.023512
961	247.008811
962	247.0038761
963	246.9918339
964	246.9874899
965	246.9706759
966	246.962812
967	246.9496524
968	246.9413389
969	246.9304205
970	246.9240184
971	246.9174981
972	246.9085706
973	246.8925399
974	246.8800967
975	246.8689492
976	246.8587636
977	246.8495017
978	246.8348356
979	246.8286434
980	246.8220989
981	246.8111925
982	246.8094303
983	246.8011161
984	246.7894273
985	246.7748916
986	246.7725469
987	246.7598931
988	246.7528856
989	246.7428983
990	246.7330985
991	246.7229638
992	246.7208822
993	246.7093048
994	246.7010054
995	246.69224
996	246.68633
997	246.6787304
998	246.6756622
999	246.6716717
1000	246.666022
1001	246.655565
1002	246.6400887
1003	246.6320167
1004	246.6282447
1005	246.6135966
1006	246.6015764
1007	246.5908898
1008	246.5889212
1009	246.5799683
1010	246.5714205
1011	246.5609654
1012	246.549662
1013	246.5382887
1014	246.5315861
1015	246.5231812
1016	246.5172326
1017	246.5078405
1018	246.5029584
1019	246.4922777
1020	246.4859459
1021	246.4759587
1022	246.474908
1023	246.4691385
1024	246.4649003
1025	246.4490635
1026	246.4403516
1027	246.4292344
1028	246.4193105
1029	246.407466
1030	246.3972964
1031	246.3842292
1032	246.3754218
1033	246.3698083
1034	246.3693138
1035	246.3595941
1036	246.3510624
1037	246.3460202
1038	246.3451849
1039	246.3423359
1040	246.333449
1041	246.3225798
1042	246.3204284
1043	246.3077395
1044	246.3003773
1045	246.2934574
1046	246.2841342
1047	246.2729995
1048	246.2579252
1049	246.2510945
1050	246.2426742
1051	246.2385847
1052	246.2310332
1053	246.228965
1054	246.2176436
1055	246.2049952
1056	246.1979873
1057	246.1891602
1058	246.1838204
1059	246.1771067
1060	246.1737092
1061	246.1643021
1062	246.1578047
1063	246.1544557
1064	246.1536615
1065	246.1432486
1066	246.134774
1067	246.1296715
1068	246.1205131
1069	246.1086996
1070	246.1068729
1071	246.1008567
1072	246.0919924
1073	246.0858977
1074	246.0772469
1075	246.0737759
1076	246.0662296
1077	246.0628167
1078	246.0542573
1079	246.0450637
1080	246.0385505
1081	246.0297916
1082	246.027022
1083	246.0197285
1084	246.011432
1085	246.0041194
1086	245.9910259
1087	245.9814363
1088	245.9792904
1089	245.9694362
1090	245.9592409
1091	245.9560538
1092	245.9469338
1093	245.936101
1094	245.9227493
1095	245.9114883
1096	245.9016178
1097	245.8911954
1098	245.8792054
1099	245.8668579
1100	245.8555735
1101	245.8480916
1102	245.8450466
1103	245.8446794
1104	245.8357165
1105	245.8286013
1106	245.8213701
1107	245.8082558
1108	245.8036871
1109	245.7962648
1110	245.787514
1111	245.7799888
1112	245.7651497
1113	245.7603343
1114	245.7488751
1115	245.7361173
1116	245.726167
1117	245.7199669
1118	245.7132991
1119	245.7081408
1120	245.6995167
1121	245.6947853
1122	245.6844179
1123	245.6801709
1124	245.6778444
1125	245.6665364
1126	245.6557964
1127	245.6459675
1128	245.6433891
1129	245.6411694
1130	245.6298237
1131	245.6225616
1132	245.6152489
1133	245.6050035
1134	245.5974462
1135	245.5865313
1136	245.5789312
1137	245.5709066
1138	245.5630472
1139	245.5544677
1140	245.5469091
1141	245.5364238
1142	245.5257859
1143	245.5189291
1144	245.505431
1145	245.5037545
1146	245.5001953
1147	245.4956316
1148	245.4948325
1149	245.489818
1150	245.4806929
1151	245.4776875
1152	245.4687864
1153	245.4589932
1154	245.4538949
1155	245.4497497
1156	245.4409196
1157	245.4362512
1158	245.4295394
1159	245.4204055
1160	245.4160396
1161	245.4100053
1162	245.4008283
1163	245.3928987
1164	245.3889756
1165	245.3826642
1166	245.3780368
1167	245.3762102
1168	245.3684195
1169	245.3588847
1170	245.3542937
1171	245.3517216
1172	245.3413511
1173	245.3349062
1174	245.3264938
1175	245.3156755
1176	245.3084347
1177	245.306977
1178	245.3033947
1179	245.3010227
1180	245.2974524
1181	245.2878923
1182	245.2798363
1183	245.2706673
1184	245.2672998
1185	245.2626376
1186	245.2576823
1187	245.2496439
1188	245.2465195
1189	245.238089
1190	245.2279207
1191	245.2198094
1192	245.2140027
1193	245.2046414
1194	245.1976308
1195	245.1912668
1196	245.1812481
1197	245.1696596
1198	245.1602916
1199	245.1489951
1200	245.1411583
1201	245.1373556
1202	245.1362223
1203	245.126834
1204	245.1174995
1205	245.1063644
1206	245.1018771
1207	245.0921097
1208	245.0889167
1209	245.0807573
1210	245.079178
1211	245.0769276
1212	245.0653527
1213	245.0518948
1214	245.0500344
1215	245.0468523
1216	245.0432436
1217	245.0333463
1218	245.0295651
1219	245.01765
1220	245.0059534
1221	244.9953422
1222	244.9918826
1223	244.9899735
1224	244.9780958
1225	244.9700261
1226	244.9694132
1227	244.9671861
1228	244.9571179
1229	244.9558688
1230	244.95427
1231	244.94351
1232	244.9324657
1233	244.9263357
1234	244.9203507
1235	244.9138783
1236	244.902094
1237	244.8986892
1238	244.8885493
1239	244.8782595
1240	244.8687682
1241	244.863461
1242	244.8584999
1243	244.8504122
1244	244.8410094
1245	244.8294968
1246	244.8241634
1247	244.821771
1248	244.8138333
1249	244.8089563
1250	244.8008504
1251	244.7902017
1252	244.7829256
1253	244.7737642
1254	244.7685795
1255	244.7675768
1256	244.7595914
1257	244.7523222
1258	244.7444718
1259	244.7399738
1260	244.7305666
1261	244.7197051
1262	244.7130688
1263	244.7035598
1264	244.7002527
1265	244.6916
1266	244.6824771
1267	244.6764775
1268	244.6720623
1269	244.6586795
1270	244.6536414
1271	244.6475973
1272	244.6439736
1273	244.637871
1274	244.6356009
1275	244.6309812
1276	244.6260806
1277	244.6199476
1278	244.6057079
1279	244.6022608
1280	244.5938829
1281	244.5894151
1282	244.5853241
1283	244.5753629
1284	244.5679271
1285	244.5582899
1286	244.5553611
1287	244.5508043
1288	244.5489319
1289	244.5383684
1290	244.5309158
1291	244.521697
1292	244.5140301
1293	244.5092625
1294	244.4983397
1295	244.4911185
1296	244.4889696
1297	244.482451
1298	244.4728597
1299	244.4621503
1300	244.4497383
1301	244.4462551
1302	244.438327
1303	244.4318881
1304	244.4217713
1305	244.4111011
1306	244.408483
1307	244.4007985
1308	244.3972713
1309	244.392391
1310	244.3914551
1311	244.3807481
1312	244.3699857
1313	244.3636737
1314	244.3588869
1315	244.3539364
1316	244.350625
1317	244.339028
1318	244.3316691
1319	244.3246524
1320	244.3158689
1321	244.3087643
1322	244.3006405
1323	244.2919284
1324	244.2857086
1325	244.2770269
1326	244.2674932
1327	244.2571044
1328	244.2513112
1329	244.2431831
1330	244.2382811
1331	244.2290016
1332	244.2234481
1333	244.2172597
1334	244.2098091
1335	244.2017107
1336	244.200262
1337	244.1898477
1338	244.1836624
1339	244.1777896
1340	244.1722951
1341	244.1698843
1342	244.1632253
1343	244.151202
1344	244.1397456
1345	244.1344815
1346	244.1267755
1347	244.1169058
1348	244.1087564
1349	244.1030719
1350	244.094527
1351	244.0880827
1352	244.0804706
1353	244.0730862
1354	244.0659519
1355	244.0565305
1356	244.050319
1357	244.0421822
1358	244.0333104
1359	244.027403
1360	244.0189024
1361	244.0097015
1362	244.0017728
1363	243.9951275
1364	243.9911192
1365	243.9820439
1366	243.9723394
1367	243.9610437
1368	243.9537775
1369	243.9508937
1370	243.9492774
1371	243.945872
1372	243.9404683
1373	243.9361015
1374	243.9256944
1375	243.9160815
1376	243.906775
1377	243.9016898
1378	243.8941062
1379	243.8842746
1380	243.8781412
1381	243.8690565
1382	243.8615234
1383	243.8597322
1384	243.8536115
1385	243.8446221
1386	243.831928
1387	243.829871
1388	243.824108
1389	243.8168998
1390	243.8097667
1391	243.8084443
1392	243.8078512
1393	243.8001847
1394	243.7932483
1395	243.7907769
1396	243.7881518
1397	243.7776635
1398	243.7720278
1399	243.7648871
1400	243.7582623
1401	243.7549958
1402	243.7503457
1403	243.7406163
1404	243.7327478
1405	243.7263368
1406	243.72017
1407	243.7107858
1408	243.700386
1409	243.6906167
1410	243.6856289
1411	243.681075
1412	243.6800835
1413	243.676036
1414	243.6686918
1415	243.6584792
1416	243.6530596
1417	243.6464715
1418	243.6366216
1419	243.6301275
1420	243.6246825
1421	243.6200131
1422	243.6190616
1423	243.6104095
1424	243.6036702
1425	243.5947841
1426	243.5883582
1427	243.5834332
1428	243.5737733
1429	243.5657213
